ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Load Configuration,Special Type,Additional Washer Features,Intended Market,Volume (cu. ft.),Height (inches),Width (inches),Depth (inches),Integrated Modified Energy Factor (IMEF),US Federal Standard (IMEF),Annual Energy Use (kWh/yr),Integrated Water Factor (IWF),US Federal Standard (IWF),Annual Water Use (gallons/yr),Drum Capacity for the dryer in a Combination All-in-One Washer-Dryer,Heat Pump Technology for the dryer in a Combination All-in-One Washer-Dryer,Combined Energy Factor (CEF) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Annual Energy Use (kWh/yr) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Energy Test Cycle Time (min) for the dryer in a Combination All-in-One Washer-Dryer,Energy Test Cycle Information for the dryer in a Combination All-in-One Washer-Dryer,Calculated Combined Energy Factor - Max Dryness Setting (lbs/kWh) for the dryer in a Combination All-in-One Washer-Dryer,Additional Dryer Features for the dryer in a Combination All-in-One Washer-Dryer,Connected,Connects Using,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Paired ENERGY STAR Clothes Dryer Available,Paired ENERGY STAR Clothes Dryer ENERGY STAR Model Identifier,Date Available On Market,Date Certified,Markets,ENERGY STAR Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria
2310464,Samsung,WA54M87**A*,,887276196466,Top Load,,"activewash, Super Speed, Steam",Residential,5.4,,27.0,,2.06,1.29,165,4.3,8.4,6850,,,,,,,,,No,,,,No,,02/01/2017,01/13/2017,"United States, Canada",ES_1023593_WA54M87**A*_02092018060252_70172127,No
2339823,Samsung,WA54R72**A*,,887276300566,Top Load,,"Pre Soak, Fabric Softner, Deep Fill, Super Speed, Active Waterjet, Delay End, Auto Temperature Control",Residential,5.4,,27.0,,2.06,1.29,120,4.3,8.4,6799,,,,,,,,,No,,,,Yes,"ES_1023593_DVE54R72***_05312019122829_80005224, ES_1023593_DVG54R72***_05312019122829_80005224",07/01/2019,06/10/2019,"United States, Canada",ES_1023593_WA54R72**A*_06142019034825_80005220,No
2339822,Samsung,WA54R76**A*,,887276300580,Top Load,,"Pre Soak, Fabric Softner, Deep Fill, Super Speed, Active Waterjet, Delay End, Auto Temperature Control",Residential,5.4,,27.0,,2.06,1.29,165,4.3,8.4,6799,,,,,,,,,No,,,,Yes,"ES_1023593_DVE54R76***_05312019122829_80005224, ES_1023593_DVG54R76***_05312019122829_80005224",07/01/2019,06/10/2019,"United States, Canada",ES_1023593_WA54R76**A*_06142019034825_80005220,No
2378432,Samsung,WA55A73**A*,,887276751221,Top Load,,Delayed Start,Residential,5.5,45.80,27.5,29.40,2.06,1.29,120,4.3,8.4,6926,,,,,,,,,No,,,,Yes,"ES_1023593_DVE55A73***_05142021031426_80078534, ES_1023593_DVG55A73***_05142021031426_80078534",06/11/2021,05/21/2021,"United States, Canada",ES_1023593_WA55A73**A*_05262021084256_80084651,No
2310207,Whirlpool,WFW85HEF**,,883049416960,Front Load,,"Delayed Start,Presoak, Steam for Stains",Residential,4.5,,27.0,,2.92,1.84,87,3.2,4.7,4210,,,,,,,,,No,,,,Yes," ES_22856_WED85HEFW*_10272016174516_0316219, ES_22856_WED85HEFC*_10272016174641_0401920,ES_22856_WED85HEFBL*_10272016174848_0528075",07/11/2016,02/05/2018,"United States, Canada",ES_22856_WFW85HEF**_08222016224607_5967915,No
2310296,Whirlpool,WFW90HEF**,",WFW90HEFW,",883049384535,Front Load,,"Delayed Start,Steam for Stains, Fan Fresh, Eco Boost",Residential,4.5,,27.0,,2.92,1.84,89,3.2,4.7,4210,,,,,,,,,No,,,,Yes,ES_22856_WED90HEFW*_05032016221206_3526236,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WFW90HEF**_04262016221245_8765195,No
2310405,Whirlpool,WFW9290F**,",WFW9290FW,",883049381602,Front Load,,"Delayed Start,Delay Start, Pre-Soak, Eco Boost,Steam for Stains, Fan Fresh",Residential,4.2,,27.0,,2.92,1.84,89,3.2,4.7,3936,,,,,,,,,No,,,,Yes,ES_22856_WED9290FC*_05032016210958_9798020,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WFW9290F**_04262016215708_7828753,No
2310327,Whirlpool,WFW92HEF**,",WFW92HEFW,",883049384559,Front Load,,"Delayed Start,Steam for Stains, Fan Fresh, Eco Boost",Residential,4.5,,27.0,,2.92,1.84,89,3.2,4.7,4210,,,,,,,,,No,,,,Yes,ES_22856_WED90HEFW*_05032016221206_3526236,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WFW92HEF**_04262016222016_9216351,No
2310416,Whirlpool,WFW92HEF**,",WFW92HEFW,",883049384559,Front Load,,"Delayed Start,Steam for Stains, Fan Fresh, Eco Boost",Residential,4.5,,27.0,,2.92,1.84,89,3.2,4.7,4210,,,,,,,,,No,,,,Yes,ES_22856_WED90HEFW*_05032016221206_3526236,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WFW92HEF**_02092018215121_3081210,No
2382221,Whirlpool,WTW500CM** (V22aAf50(3B)),,883049607726,Top Load,,Anti-Wrinkle,Residential,5.3,43.00,27.0,27.00,2.06,1.29,260,4.3,8.4,6761,,,,,,,,None,No,,,,No,,09/04/2021,07/19/2021,"United States, Canada",ES_22856_WTW500CM** (V22aAf50(3B))_071320211017315_9933053,No
2428399,Whirlpool,WTW6150P**,,883049678900,Top Load,,Anti-Wrinkle,Residential,5.3,43.00,27.0,27.00,2.06,1.29,260,4.3,8.4,6761,,,,,,,,,No,,,,No,,05/01/2023,03/17/2023,"United States, Canada",ES_22856_WTW6150P** (base model V22aAf50(3B)_03142023165360_6042150,No
2447108,Whirlpool,WTW6157P**,",,V23aAf50(3B)",883049678931,Top Load,,Anti-Wrinkle,Residential,5.3,43.00,27.0,28.00,2.06,1.29,260,4.3,8.4,6660,,,,,,,,,No,,,,No,,05/01/2023,03/23/2023,"United States, Canada",ES_22856_WTW6157P**_032020231903634_7857031,No
2310408,Whirlpool,WTW7000D**,,883049330822,Top Load,,"Delayed Start,Delay Start, Deep Clean, Extra Rinse, Presoak",Residential,4.8,,27.0,,2.06,1.29,169,4.3,8.4,6076,,,,,,,,,No,,,,No,,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WTW7000D*+_04262016231656_2616796,No
2310395,Whirlpool,WTW7040D**,,883049346441,Top Load,,"Delayed Start,Delay Start, Deep Clean, Extra Rinse, Presoak",Residential,4.8,,27.0,,2.06,1.29,169,4.3,8.4,6076,,,,,,,,,No,,,,No,,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WTW7040D*+_04262016232025_2825705,No
2346209,Whirlpool,WTW7120H**,,883049463414,Top Load,,"Wrinkle Control, Delicate Cycle, Sanitize w/Oxi, Delayed Start",Residential,5.3,,27.0,,2.06,1.29,263,4.3,8.4,6761,,,,,,,,None,Yes,Wi-Fi,Smart Energy Profile (SEP) 2.x,No,No,,01/01/2020,09/11/2019,"United States, Canada",ES_15649_WTW7120H**_09112019230848_3328578,No
2310407,Whirlpool,WTW7300D**,,883049347202,Top Load,,"Delayed Start,Delay Start, Deep Clean, Extra Rinse, Presoak",Residential,4.8,,27.0,,2.06,1.29,169,4.3,8.4,6076,,,,,,,,,No,,,,No,,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WTW7300D*+_04262016232358_3038963,No
2309992,Whirlpool,WTW7500G**,,883049446196,Top Load,,"Delayed Start,Clean Washer",Residential,4.8,,27.0,,2.06,1.29,212,4.3,8.4,6076,,,,,,,,,No,,,,No,,09/01/2017,02/05/2018,"United States, Canada",ES_22856_WTW7500G**_05272017000424_3464833,No
2310404,Whirlpool,WTW8000D**,,883049330754,Top Load,,"Clean Boost, PreSoak",Residential,5.3,,27.0,,2.06,1.29,196,4.3,8.4,6698,,,,,,,,,No,,,,Yes,ES_22856_WED8000D*+_05032016182429_9869058,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WTW8500D*+_04272016152904_0944270,No
2310393,Whirlpool,WTW8000D*+,,883049330754,Top Load,,"Clean Boost, PreSoak",Residential,5.3,,27.0,,2.06,1.29,196,4.3,8.4,6698,,,,,,,,,No,,,,Yes,ES_22856_WED8000D*+_05032016182429_9869058,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WTW8000D*+_04262016232811_3291660,No
2310396,Whirlpool,WTW8040D**,,883049346458,Top Load,,"Clean Boost, PreSoak",Residential,5.3,,27.0,,2.06,1.29,196,4.3,8.4,6698,,,,,,,,,No,,,,Yes,ES_22856_WED8000D*+_05032016182429_9869058,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WTW8040D*+_04262016233212_3532536,No
2346210,Whirlpool,WTW8120H**,,883049463421,Top Load,,"Wrinkle Control, Delicate Cycle, Sanitize w/Oxi, Delayed Start",Residential,5.3,,27.0,,2.06,1.29,260,4.3,8.4,6761,,,,,,,,None,Yes,Wi-Fi,Smart Energy Profile (SEP) 2.x,No,Yes,"ES_22856_WED8120H**_09112019154848_6928419, ES_22856_WGD8120H**_09112019191722_9442434",01/01/2020,09/11/2019,"United States, Canada",ES_15649_WTW8120H**_09112019230101_2861355,No
2369158,Whirlpool,WTW8127L**,,883049606354,Top Load,,"Delayed Start,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Wrinkle Control, Delicate Cycle, Sanitize w/Oxi",Residential,5.2,,27.0,,2.06,1.29,260,4.3,8.4,6622,,,,,,,,,No,,,,Yes,"ES_22856_WED8127L**_10132020195006_8606018, ES_22856_WGD8127L**_10132020201620_0180688",12/01/2020,11/05/2020,"United States, Canada",ES_22856_WTW8127L**_11052020191640_3800065,No
2310391,Whirlpool,WTW8510F**,,883049402734,Top Load,,"Delayed Start,Steam Clean, Pre-Soak",Residential,5.3,,27.0,,2.06,1.29,194,4.3,8.4,6698,,,,,,,,,No,,,,No,,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WTW8510F**_04272016153742_1462783,No
2307388,Whirlpool,WTW8700E**,,883049366067,Top Load,,"Clean Boost, PreSoak, Steam",Residential,5.3,,27.0,,2.06,1.29,251,4.3,8.4,6698,,,,,,,,,Yes,Wi-Fi,Revelation method (proprietary).  A documented standard within Whirlpool and implemented in Whirlpool Connected Appliance Cloud.  Third party interaction with Whirlpool Connected Appliance Cloud (M2M) to initiate commands with the appliance,No,Yes,ES_22856_WED8700E**_05032016193738_4258822,06/01/2016,12/05/2017,"United States, Canada",ES_22856_WTW8700E**_04272016154018_1618713,No
2394932,Willz,WLFW22**A5A,",,** can be replaced by RD, BE, S1, S2, S3, S4, S5, S6, RD, BE, WE or BK, GN or others 2 letters denotes products with different painted color.",,Front Load,,None,Residential,2.2,,23.4,,2.07,1.84,70,4.2,4.7,2726,,,,,,,,,No,,,,,,04/13/2022,04/21/2022,"United States, Canada",ES_1108549_WLFW22**A5A_042120220534452_6525468,No
2393023,WINIA,WTA44##*,,,Top Load,,Agitator,Residential,4.4,28.40,27.0,45.80,2.44,1.29,103,3.6,8.4,4673,,,,,,,,NA,No,,,,No,,01/25/2022,02/10/2022,United States,ES_1108205_WTA4421W_02102022133736_9132348,No
2390614,WINIA,WTP45##*,,,Top Load,,None,Residential,4.5,28.40,27.0,45.80,2.37,1.29,127,3.5,8.4,4646,,,,,,,,NA,No,,,,No,,08/15/2021,01/14/2022,United States,ES_1108205_WTP4521W_01142022100756_6306573,No
