Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Cooling_Capacity__BTU_Hour__d,Electrical_Power_Input__Watts__d,Combined_Energy_Efficiency_Ratio_d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s
Keystone,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",KSTAT10-2HD,KSTAT10-2HD,10000.0,1000.0,9.6,No,No,https://access.almo.com/Product/KEYSTN/KSTAT12-2HD
Keystone,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",KSTAT14-2HD,KSTAT14-2HD,14000.0,1430.0,9.5,No,No,https://access.almo.com/Product/KEYSTN/KSTAT12-2HD
Keystone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KSTAW10UA,KSTAW10UA,10000.0,870.0,15.0,No,No,By annual report date
Keystone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KSTAW12UA,KSTAW12UA,12000.0,1120.0,15.0,No,No,By annual report date
Keystone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KSTAW08INV,KSTAW08INV,8000.0,690.0,15.0,No,No,http://img.almo.com/_assets/keystone/500/kstaw08inv-energy.jpg
Keystone,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KSTAW12INV,KSTAW12INV,12000.0,1120.0,15.0,No,No,http://img.almo.com/_assets/keystone/500/kstaw12inv-energy.jpg
Keystone,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",KSTAW12INV-HC,KSTAW12INV-HC,12000.0,1190.0,13.3,No,No,http://img.almo.com/_assets/keystone/500/kstaw12invhc-energy.jpg
GREE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",GAE09AA-D6NRNB2D,N,9400.0,940.0,9.9,No,No,https://global.gree.com/channels/123.html
GREE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",GAA09AA-A6NRNB2D,N,9400.0,920.0,10.1,No,No,https://global.gree.com/channels/123.html
GREE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",GAA07AA-D6NRNB2D,N,7500.0,730.0,10.2,No,No,https://global.gree.com/channels/123.html
Seasons,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",ST12RA2,ST12RA2,12000.0,1120.0,10.5,No,No,By annual report date
Seasons,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",ST12RA1,ST12RA1,12000.0,1110.0,10.5,No,No,By annual report date
Seasons,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",ST10RA1,ST10RA1,10000.0,920.0,10.6,No,No,By annual report date
Seasons,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",SW06R1,SW06R1,6000.0,490.0,12.1,No,No,https://hdsupplysolutions.com/
Seasons,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",SW08R1,SW08R1,8000.0,650.0,12.0,No,No,https://hdsupplysolutions.com/
Seasons,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",SW15R1,SW15R1,14500.0,1260.0,11.3,No,No,https://hdsupplysolutions.com/
Seasons,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",SW18R2,SW18R2,18000.0,1510.0,11.8,No,No,https://hdsupplysolutions.com/
Seasons,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",ST10R2,ST10R2,10000.0,940.0,10.6,No,No,https://hdsupplysolutions.com/
Seasons,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",ST12R1,ST12R1,12000.0,1140.0,10.5,No,No,https://hdsupplysolutions.com/
Seasons,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",SW08R1-H,SW08R1-H,8000.0,730.0,10.9,No,No,https://hdsupplysolutions.com/
Seasons,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",SW25R2-H,SW25R2-H,25000.0,2640.0,9.4,No,No,https://hdsupplysolutions.com/
Seasons,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",ST14R2,ST14R2,14000.0,1500.0,9.3,No,No,https://hdsupplysolutions.com/
Seasons,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",SW05M1,SW05M1,5000.0,450.0,11.0,No,No,https://hdsupplysolutions.com/
Seasons,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",SW12R1,SW12R1,12000.0,990.0,12.0,No,No,https://hdsupplysolutions.com/
Seasons,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",ST10R1,ST10R1,10000.0,940.0,10.6,No,No,https://hdsupplysolutions.com/
Seasons,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",ST12R2,ST12R2,12000.0,1140.0,10.5,No,No,https://hdsupplysolutions.com/
Seasons,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",SW12R2-H,SW12R2-H,12000.0,1100.0,10.9,No,No,https://hdsupplysolutions.com/
Garrison,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",2498540,2498540,8000.0,750.0,10.6,No,No,https://www.supplyworks.com
Garrison,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",2498543,2498543,12000.0,1140.0,10.5,No,No,https://www.supplyworks.com
Garrison,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",2498544,2498544,12000.0,1140.0,10.5,No,No,https://www.supplyworks.com
Garrison,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",2477812,2477812,10000.0,1040.0,9.6,No,No,https://www.supplyworks.com
Garrison,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",2477813,2477813,12000.0,1260.0,9.5,No,No,https://www.supplyworks.com
Garrison,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",2498545,2498545,14000.0,1500.0,9.3,No,No,https://www.supplyworks.com
Garrison,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",2498541,2498541,10000.0,940.0,10.6,No,No,https://www.supplyworks.com
Garrison,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",2498542,2498542,10000.0,940.0,10.6,No,No,https://www.supplyworks.com
Garrison,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",311410572,311410572,10000.0,830.0,12.0,No,No,https://www.supplyworks.com
Garrison,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",314790990,314790990,25000.0,2640.0,9.4,No,No,https://www.supplyworks.com
Garrison,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",311410578,311410578,8000.0,650.0,12.0,No,No,https://www.supplyworks.com
Garrison,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",2477801,2477801,8000.0,730.0,10.9,No,No,https://www.supplyworks.com
Garrison,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",314790694,314790694,18500.0,1720.0,10.7,No,No,https://www.supplyworks.com
Gradient,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",RRHP01,RRHP01,8600.0,1100.0,10.8,No,No,https://cdn.shopify.com/s/files/1/0558/4925/5070/files/Gradient_Energy_Guide_8600_BTU.png?v=1666212234
Comfort Aire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",REG-183R01,REG-183R01,18800.0,1710.0,10.7,No,No,By annual report date
Comfort Aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",REG-81R01,REG-81R01,8000.0,730.0,10.9,No,No,By annual report date
Comfort Aire,(16) Casement-Slider,CD-101R01,CD-101R01,10000.0,920.0,10.4,No,No,By annual report date
Comfort Aire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",BGE-143R01,BGE-143R01,14000.0,1430.0,9.5,No,No,By annual report date
Comfort Aire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",BGE-103R01,BGE-103R01,10000.0,1000.0,9.6,No,No,By annual report date
Comfort Aire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",BG-143R01,BG-143R01,14000.0,1400.0,9.5,No,No,By annual report date
Comfort Aire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",BG-121R01,BG-121R01,12000.0,1110.0,10.5,No,No,By annual report date
Comfort Aire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",BG-103R01,BG-103R01,10500.0,950.0,10.6,No,No,By annual report date
Comfort Aire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",BG-81R01,BG-81R01,8300.0,760.0,10.6,No,No,By annual report date
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",DAC100B6IWDB-6,DAC100B6IWDB-6,10000.0,870.0,15.0,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",DTAC120B1*,DTAC120B1WDB,12000.0,1120.0,10.5,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",DAC250EB3WDB,DAC250EB3WDB,25000.0,2410.0,10.3,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",DAC180EB3WDB,DAC180EB3WDB,18000.0,1510.0,11.8,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",DAC120EB8WDB,DAC120EB8WDB,12000.0,990.0,12.0,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",DAC120EB6*,DAC120EB6WDB-6,12000.0,1000.0,12.0,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",DAC120B5*,DAC120B5WDB-6,12000.0,1000.0,12.0,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",DAC100EB6*,DAC100EB6WDB,10000.0,830.0,12.0,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWAUQB-10CRFN8BCN10,DAC100B8IWDB-6,10000.0,870.0,15.0,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",DAC100B6WDB,DAC100B6WDB,10000.0,810.0,12.0,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",DAC080EB6*,DAC080EB6WDB,8000.0,670.0,12.0,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWAUQB-08CRFN8-BCN10,DAC080B8IWDB-6,8000.0,690.0,15.0,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",DAC080B5*,DAC080B5WDB,8000.0,670.0,12.0,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",DAC060EE1*,DAC060EE1WDB,6000.0,490.0,12.1,No,No,https://www.danby.com/en-us/product-resources/
Danby,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",DAC050ME1*,DAC050ME1WDB,5000.0,460.0,11.0,No,No,https://www.danby.com/en-us/product-resources/
Perfect Aire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",5PATW8000,5PATW8000,8300.0,760.0,10.6,No,No,https://perfectaire.us/collections/window-air-conditioners
Perfect Aire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",5PATW10000,5PATW10000,10000.0,920.0,10.6,No,No,https://perfectaire.us/collections/window-air-conditioners
Perfect Aire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",5PATW12000,5PATW12000,12000.0,1110.0,10.5,No,No,https://perfectaire.us/collections/window-air-conditioners
Perfect Aire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",5PATW12002,5PATW12002,12000.0,1120.0,10.5,No,No,https://perfectaire.us/collections/window-air-conditioners
Perfect Aire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",4PATW14002,4PATW14002,14000.0,1400.0,9.5,No,No,https://perfectaire.us/collections/window-air-conditioners
Perfect Aire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",4PATWH12002,4PATWH12002,12000.0,1180.0,9.5,No,No,https://perfectaire.us/collections/window-air-conditioners
Perfect Aire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",4PATWH14002,4PATWH14002,14000.0,1430.0,9.5,No,No,https://perfectaire.us/collections/window-air-conditioners
hOmeLabs,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",HME030544N,HME030544N,10000.0,810.0,12.0,No,No,By annual report date
hOmeLabs,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",HME030528N,HME030528N,14500.0,1260.0,11.3,No,No,By annual report date
hOmeLabs,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",HME030527N,HME030527N,12000.0,1000.0,12.0,No,No,By annual report date
hOmeLabs,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",HME030525N,HME030525N,8000.0,650.0,12.0,No,No,By annual report date
hOmeLabs,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",HME030524N,HME030524N,6000.0,490.0,12.1,No,No,By annual report date
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,NCA-08C/X1E,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/NINGPU
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,NCA1-08C/X1E,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/NINGPU
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,NCA-08C/X1E-W,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/NINGPU
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,NCA2-08C/X1E-W,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/NINGPU
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,NCE1-08C/X1E,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/NINGPU
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,NCE-08C/X1E-W,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/NINGPU
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,NCE1-08C/X1E-W,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/NINGPU
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,NCD-08C/X1E,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/NINGPU
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,NCD1-08C/X1E-W,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/NINGPU
COWSAR,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,A5408W-12K,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/COWSAR
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08C/X1E-W,NCD2-08C/X1E-W,8100.0,680.0,10.9,No,No,http://www.ningpudianqi.com/NINGPU
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCA-06C/X1E,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCA2-06C/X1E,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCA2-06C/X1E-W,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCE-06C/X1E,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCE2-06C/X1E,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCE1-06C/X1E-W,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCD-06C/X1E,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCD2-06C/X1E,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCD-06C/X1E-W,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCD1-06C/X1E-W,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU
NINGPU,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,NCD2-06C/X1E-W,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/NINGPU
ZAFRO,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,A5406W-10K,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/ZAFRO
R.W.FLAME,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,A5406W-10K,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/RWFLAME
Joy Pepple,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",NCA-06C/X1E-W,A5406W-10K,6300.0,560.0,11.0,No,No,http://www.ningpudianqi.com/JOYPEPPLE
Perfect Aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",4PACH12000,4PACH12000,12000.0,1090.0,10.9,No,No,https://perfectaire.us/collections/window-air-conditioners
Perfect Aire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",4PACH25000,4PACH25000,23200.0,2370.0,9.4,No,No,https://perfectaire.us/collections/window-air-conditioners
GREE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",GAA07AA-D6NRNB4D,N,7500.0,730.0,10.2,No,No,https://global.gree.com/channels/123.html
GREE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",GAC12AA-D6NRNB4D,N,12600.0,12290.0,9.7,No,No,https://global.gree.com/channels/123.html
GREE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",GAE12AA-D6NRNB4D,N,12600.0,12290.0,9.7,No,No,https://global.gree.com/channels/123.html
GREE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",GAC09AA-A6NRNB4D,N,9400.0,960.0,9.7,No,No,https://global.gree.com/channels/123.html
Soleusair,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08CW,WS3-08EW-201,8000.0,670.0,11.0,No,No,By annual report date
Soleusair,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08CW,WS4-08EW-201,8000.0,670.0,11.0,No,No,By annual report date
NEPO,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08CW,WS4-08EW-201,8000.0,670.0,11.0,No,No,By annual report date
MCSD-08W,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08CW,MCSD-08W,8000.0,670.0,11.0,No,No,By annual report date
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08CW,NCA1-08C/A1E-W,8000.0,670.0,11.0,No,No,By annual report date
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08CW,NCE1-08C/A1E-W,8000.0,670.0,11.0,No,No,By annual report date
NINGPU,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",NCA-08CW,NCE-08C/A1E-W,8000.0,670.0,11.0,No,No,By annual report date
BEVOI,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",KC-35/YXRD(E1/6)(002095),BEVTTW121C,12000.0,1160.0,10.0,No,No,By annual report date
BEVOI,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",KC-35/YXRD(E/6)(000938),BEVTTW142C(230V),11600.0,1130.0,10.0,No,No,By annual report date
BEVOI,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",KC-41/YXRD(E/6)(000919,BEVTTW142C(230V),14000.0,1400.0,9.3,No,No,By annual report date
Seasons,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",SW18RA2-H,SW18RA2-H,18800.0,1710.0,10.7,No,No,By annual report date
Seasons,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",SW08RA1-H,SW08RA1-H,8000.0,730.0,10.9,No,No,By annual report date
GREE,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",GJA12BI-D6NRNA3B,GJA12BI-D6NRNA3B (208V),11700.0,1180.0,9.8,No,No,https://global.gree.com/channels/123.html
Honeywell,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",KC-15/YXD(E1/6)(000794),HAC5,5000.0,450.0,11.0,No,No,By annual report date
Honeywell,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KC-23/YXRD(E1/6)(000815),HAC8,8000.0,690.0,11.4,No,No,By annual report date
